0,3333;0,0000;1
0,5000;0,3333;0
0,5217;0,5000;1
0,7647;0,5217;1
0,8333;0,7647;1
0,4286;0,8333;1
0,2857;0,4286;0
0,2000;0,2857;1
0,6000;0,2000;1
0,6667;0,6000;1
0,6923;0,6667;1
0,4286;0,6923;1
1,0000;0,4286;0
0,4444;1,0000;1
0,7143;0,4444;1
0,7273;0,7143;1
0,5556;0,7273;1
1,0000;0,5556;0
0,1429;1,0000;1
1,0000;0,1429;1
1,0000;1,0000;1
0,6032;1,0000;0
0,0857;0,6032;0
0,2222;0,0857;1
1,0000;0,2222;1
0,7826;1,0000;1
0,5556;0,7826;1
0,9054;0,5556;1
0,5357;0,9054;0
0,3869;0,5357;1
0,3696;0,3869;1
0,7895;0,3696;1
0,4848;0,7895;0
0,0000;0,4848;1
0,5000;0,0000;1
0,7857;0,5000;1
0,7742;0,7857;0
0,5238;0,7742;1
0,9178;0,5238;0
0,6122;0,9178;1
0,8504;0,6122;1
0,8837;0,8504;0
0,4463;0,8837;0
0,4937;0,4463;1
0,7371;0,4937;0
0,1489;0,7371;0
0,3111;0,1489;1
0,2740;0,3111;0
0,0065;0,2740;1
0,5745;0,0065;1
0,9091;0,5745;1
0,6053;0,9091;1
0,8364;0,6053;1
0,5592;0,8364;1
0,8061;0,5592;0
0,0000;0,8061;0
0,3220;0,0000;1
0,8462;0,3220;1
0,7333;0,8462;0
0,4571;0,7333;1
0,9071;0,4571;1
0,7914;0,9071;1
0,9466;0,7914;1
1,0000;0,9466;0
0,1786;1,0000;1
0,7554;0,1786;1
0,9340;0,7554;1
0,7619;0,9340;0
0,5178;0,7619;0
0,4196;0,5178;0
0,1501;0,4196;1
0,5631;0,1501;1
0,4518;0,5631;0
0,5120;0,4518;1
0,4796;0,5120;0
0,0000;0,4796;0
0,5019;0,0000;1
0,9684;0,5019;1
0,3251;0,9684;0
0,6971;0,3251;1
0,5833;0,6971;1
0,4412;0,5833;0
0,3208;0,4412;0
0,2969;0,3208;0
0,0946;0,2969;1
0,2453;0,0946;1
0,3421;0,2453;0
0,3064;0,3421;0
0,4775;0,3064;1
0,5535;0,4775;0
0,1929;0,5535;0
0,2400;0,1929;1
0,5294;0,2400;1
0,4179;0,5294;0
0,2929;0,4179;0
0,1486;0,2929;0
0,1667;0,1486;1
0,7838;0,1667;0
0,5254;0,7838;0
0,7097;0,5254;0
0,1918;0,7097;1
0,6879;0,1918;1
0,3254;0,6879;0
0,4833;0,3254;0
0,5526;0,4833;1
0,6944;0,5526;0
0,6538;0,6944;1
0,7600;0,6538;1
0,3021;0,7600;0
0,3929;0,3021;1
0,3214;0,3929;0
0,2857;0,3214;1
0,4595;0,2857;1
0,4444;0,4595;0
0,2512;0,4444;0
0,3429;0,2512;0
0,3416;0,3429;0
0,1618;0,3416;1
0,7884;0,1618;0
0,2013;0,7884;0
0,1924;0,2013;1
0,5462;0,1924;0
0,6757;0,5462;1
0,5237;0,6757;0
0,5333;0,5237;0
0,4927;0,5333;1
0,6180;0,4927;1
0,8763;0,6180;1
0,7284;0,8763;1
0,3621;0,7284;0
0,2941;0,3621;0
0,6364;0,2941;0
0,0833;0,6364;1
0,8367;0,0833;0
0,1724;0,8367;0
0,0000;0,1724;0
0,3838;0,0000;1
0,2653;0,3838;0
0,0800;0,2653;0
0,3128;0,0800;0
0,2400;0,3128;1
0,4747;0,2400;1
0,6019;0,4747;0
0,5161;0,6019;0
0,5333;0,5161;0
0,2436;0,5333;1
0,4231;0,2436;1
0,8542;0,4231;0
0,3636;0,8542;0
0,5156;0,3636;0
0,3830;0,5156;0
0,4805;0,3830;1
0,6075;0,4805;0
0,0290;0,6075;0
0,3542;0,0290;0
0,1628;0,3542;1
0,4500;0,1628;1
0,5726;0,4500;0
0,2564;0,5726;0
0,5660;0,2564;0
0,3390;0,5660;0
0,5526;0,3390;0
0,3043;0,5526;1
0,5455;0,3043;1
0,7568;0,5455;1
0,4925;0,7568;0
0,4472;0,4925;0
0,2593;0,4472;1
0,4667;0,2593;0
0,4545;0,4667;0
0,0588;0,4545;0
0,2206;0,0588;1
0,4000;0,2206;0
0,4412;0,4000;1
0,8462;0,4412;1
0,6500;0,8462;0
0,4359;0,6500;0
0,5789;0,4359;1
0,9333;0,5789;0
0,4545;0,9333;0
0,2000;0,4545;0
0,5750;0,2000;0
0,4902;0,5750;0
0,3462;0,4902;1
0,2632;0,3462;1
0,4737;0,2632;0
0,3200;0,4737;1
0,4545;0,3200;0
0,2500;0,4545;0
0,2353;0,2500;0
0,3824;0,2353;0
0,3000;0,3824;0
0,2027;0,3000;0
0,1864;0,2027;0
0,4600;0,1864;1
0,7647;0,4600;1
0,6154;0,7647;1
0,8133;0,6154;1
0,8800;0,8133;0
0,0972;0,8800;1
0,5500;0,0972;1
0,6000;0,5500;1
0,8611;0,6000;1
0,8056;0,8611;1
0,6377;0,8056;0
0,1556;0,6377;0
0,7200;0,1556;0
0,2857;0,7200;1
0,3667;0,2857;0
0,2778;0,3667;0
0,5000;0,2778;0
0,4000;0,5000;0
0,5000;0,4000;1
0,7500;0,5000;1
0,1500;0,7500;0
0,2609;0,1500;0
0,2353;0,2609;1
0,8966;0,2353;0
0,2000;0,8966;0
0,5000;0,2000;0
0,1333;0,5000;1
0,5789;0,1333;1
0,8667;0,5789;0
0,4333;0,8667;0
0,1282;0,4333;1
0,7692;0,1282;1
0,1429;0,7692;1
0,8571;0,1429;1
0,8000;0,8571;1
0,5455;0,8000;1
0,5000;0,5455;1
0,8125;0,5000;1
0,4615;0,8125;1
0,8571;0,4615;1
1,0000;0,8571;1
0,4773;1,0000;1
0,6667;0,4773;1
0,6190;0,6667;1
0,8000;0,6190;0
0,1316;0,8000;1
0,7586;0,1316;1
0,6667;0,7586;1
0,8889;0,6667;0
0,3750;0,8889;0
0,7692;0,3750;0
0,3636;0,7692;1
0,6000;0,3636;1
0,6667;0,6000;0
0,2381;0,6667;1
1,0000;0,2381;0
0,6154;1,0000;1
0,9000;0,6154;1
0,7143;0,9000;1
0,6250;0,7143;1
0,4000;0,6250;1
0,6471;0,4000;1
0,4608;0,6471;0
0,3478;0,4608;1
0,7917;0,3478;1
1,0000;0,7917;0
0,7273;1,0000;1
0,7377;0,7273;0
0,4118;0,7377;1
0,7857;0,4118;1
0,7692;0,7857;0
0,2381;0,7692;1
0,7826;0,2381;1
0,6500;0,7826;1
0,7386;0,6500;0
0,6119;0,7386;0
0,3594;0,6119;1
0,8632;0,3594;1
0,8303;0,8632;0
0,5278;0,8303;1
0,6719;0,5278;1
0,8085;0,6719;0
0,3696;0,8085;1
0,4045;0,3696;1
0,6712;0,4045;0
0,6970;0,6712;0
0,0250;0,6970;1
0,7260;0,0250;1
0,7647;0,7260;0
0,2500;0,7647;0
0,4138;0,2500;1
0,4432;0,4138;1
1,0000;0,4432;1
0,7188;1,0000;0
0,1778;0,7188;1
0,5833;0,1778;1
0,8333;0,5833;0
0,3889;0,8333;0
0,3049;0,3889;0
0,0645;0,3049;0
0,5217;0,0645;1
0,7400;0,5217;0
0,1351;0,7400;1
0,5217;0,1351;0
0,2273;0,5217;1
0,8243;0,2273;1
0,7368;0,8243;0
0,5714;0,7368;0
0,2000;0,5714;0
0,5349;0,2000;0
0,0000;0,5349;1
0,7273;0,0000;0
0,5455;0,7273;1
0,7857;0,5455;1
0,5789;0,7857;0
0,1304;0,5789;0
0,1905;0,1304;0
0,1132;0,1905;0
0,2016;0,1132;0
0,1765;0,2016;0
0,7018;0,1765;1
0,3455;0,7018;0
0,2632;0,3455;1
0,6176;0,2632;0
0,3889;0,6176;0
0,3158;0,3889;1
0,5556;0,3158;1
0,7692;0,5556;1
0,7143;0,7692;0
0,2857;0,7143;1
0,4545;0,2857;1
0,6000;0,4545;0
0,5185;0,6000;0
0,6000;0,5185;1
0,4615;0,6000;0
0,4318;0,4615;0
0,3929;0,4318;1
0,6176;0,3929;1
